DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,HIGH_CONSUMER,Total_Empl
Fleet & Facilities,12/7/2013,7,30
Fleet & Facilities,2/28/2015,8,29
Fleet & Facilities,8/29/2015,8,28
Human Relations Commission    ,3/15/2014,1,4
Human Relations Commission    ,5/9/2015,0,5
Human Relations Commission    ,8/10/2019,0,3
Human Resources,10/26/2013,0,7
Human Resources,7/19/2014,2,5
Human Resources,1/17/2015,0,4
Human Resources,1/31/2015,0,5
Human Resources,10/24/2015,0,4
Human Resources,4/23/2016,1,3
Human Resources,5/21/2016,1,3
Human Resources,9/23/2017,0,4
Human Resources,10/21/2017,0,4
Kentuckiana Works Foundation,5/24/2014,0,2
Kentuckiana Works Foundation,8/15/2015,0,2
Kentuckiana Works Foundation,10/8/2016,0,1
Kentuckiana Works Foundation,10/22/2016,0,1
Kentuckiana Works Foundation,12/2/2017,0,1
Kentuckiana Works Foundation,3/23/2019,0,2
Library,11/23/2013,17,75
Library,4/9/2016,9,59
Library,11/19/2016,11,57
Library,3/25/2017,4,54
Library,12/30/2017,6,52
Library,7/13/2019,9,43
Library,7/27/2019,9,43
Louisville Metro EMS,12/6/2014,0,6
Louisville Metro EMS,7/2/2016,0,5
Louisville Metro EMS,1/27/2018,0,4
Mayor's Office                ,3/28/2015,1,4
Mayor's Office                ,11/21/2015,1,6
Mayor's Office                ,1/28/2017,0,6
Mayor's Office                ,2/25/2017,0,6
Mayor's Office                ,12/29/2018,1,5
Metro Animal Services         ,1/17/2015,0,1
Metro Animal Services         ,12/31/2016,0,1
Metro Animal Services         ,3/10/2018,0,1
Metro Parks & Recreation,9/24/2016,16,61
Metro Parks & Recreation,9/9/2017,8,51
Metro Parks & Recreation,5/19/2018,9,45
Metro Parks & Recreation,11/3/2018,7,41
Metro Parks & Recreation,1/12/2019,5,39
Metro Parks & Recreation,7/27/2019,5,37
Metro Police,11/22/2014,16,212
Metro Police,6/2/2018,27,111
OMB ,10/12/2013,11,28
OMB ,2/15/2014,8,27
OMB ,12/6/2014,7,24
OMB ,1/16/2016,4,23
Parking Authority of River Cty,7/4/2015,0,9
Parking Authority of River Cty,4/22/2017,1,5
Parking Authority of River Cty,1/12/2019,3,5
Parking Authority of River Cty,6/15/2019,2,5
Public Health & Wellness,4/12/2014,0,2
Public Health & Wellness,8/16/2014,0,2
Public Health & Wellness,12/20/2014,0,2
Public Health & Wellness,1/3/2015,0,2
Public Health & Wellness,4/8/2017,1,4
Public Health & Wellness,6/3/2017,1,3
Public Health & Wellness,4/21/2018,1,3
Public Health & Wellness,6/1/2019,2,3
PW&A ,10/25/2014,25,86
PW&A ,10/22/2016,21,69
PW&A ,2/25/2017,18,67
PW&A ,11/18/2017,15,57
PW&A ,9/22/2018,14,49
Waterfront Development Corp,4/21/2018,1,3
Waterfront Development Corp,11/3/2018,2,3
Waterfront Development Corp,6/1/2019,2,3
Youth Detention Services      ,3/29/2014,1,6
Youth Detention Services      ,5/24/2014,1,6
Youth Detention Services      ,12/16/2017,1,2
Youth Detention Services      ,2/23/2019,1,2
Zoo,6/21/2014,6,44
Zoo,8/27/2016,4,39
Zoo,3/24/2018,5,34
Belle of Louisville           ,5/10/2014,0,2
Belle of Louisville           ,12/20/2014,0,1
Belle of Louisville           ,11/7/2015,0,1
Belle of Louisville           ,7/28/2018,0,1
Civic Innovation & Technology,9/14/2013,4,9
Civic Innovation & Technology,9/27/2014,4,9
Civic Innovation & Technology,6/20/2015,3,8
Civic Innovation & Technology,1/28/2017,1,6
Civic Innovation & Technology,6/3/2017,1,6
Civic Innovation & Technology,6/17/2017,1,6
Civic Innovation & Technology,12/29/2018,1,4
Codes & Regulations,4/25/2015,5,21
Codes & Regulations,7/16/2016,6,22
Codes & Regulations,7/30/2016,5,22
Codes & Regulations,9/24/2016,8,23
Codes & Regulations,11/3/2018,10,20
Community Services,12/7/2013,7,18
Community Services,2/14/2015,2,11
Community Services,8/25/2018,2,10
Coroner                       ,8/16/2014,0,5
Coroner                       ,6/16/2018,0,6
Coroner                       ,9/22/2018,0,6
Corrections                   ,2/28/2015,0,1
Corrections                   ,10/10/2015,0,1
Corrections                   ,6/18/2016,0,1
Corrections                   ,8/13/2016,0,1
Corrections                   ,8/12/2017,0,1
County Attorney               ,4/26/2014,0,7
County Attorney               ,8/2/2014,0,7
County Attorney               ,6/6/2015,0,6
County Attorney               ,12/3/2016,0,3
County Attorney               ,7/14/2018,0,4
County Attorney               ,9/8/2018,0,4
County Attorney               ,6/15/2019,0,3
Develop Louisville,3/28/2015,5,12
Develop Louisville,4/7/2018,4,7
Economic Development ,9/28/2013,0,6
Economic Development ,3/15/2014,2,5
Economic Development ,8/1/2015,0,3
Economic Development ,8/29/2015,0,2
Economic Development ,9/10/2016,0,2
Economic Development ,2/24/2018,0,1
Emergency Mgt Agency/MetroSafe,5/24/2014,5,23
Emergency Mgt Agency/MetroSafe,10/24/2015,4,21
Emergency Mgt Agency/MetroSafe,12/5/2015,3,19
Emergency Mgt Agency/MetroSafe,1/30/2016,3,19
Emergency Mgt Agency/MetroSafe,5/21/2016,4,20
Emergency Mgt Agency/MetroSafe,3/11/2017,4,17
Emergency Mgt Agency/MetroSafe,12/16/2017,1,15
Fire & Rescue                 ,12/21/2013,28,159
Fire & Rescue                 ,6/21/2014,22,156
Fire & Rescue                 ,12/20/2014,19,142
Fire & Rescue                 ,1/27/2018,11,69
Fire & Rescue                 ,3/24/2018,9,69
Fire & Rescue                 ,6/29/2019,6,58
Fleet & Facilities,12/21/2013,8,30
Fleet & Facilities,4/12/2014,10,30
Fleet & Facilities,6/21/2014,9,29
Fleet & Facilities,4/25/2015,8,29
Fleet & Facilities,8/27/2016,13,29
Fleet & Facilities,1/27/2018,7,23
Human Relations Commission    ,4/26/2014,1,4
Human Relations Commission    ,8/2/2014,2,5
Human Relations Commission    ,1/3/2015,1,5
Human Relations Commission    ,12/3/2016,0,3
Human Relations Commission    ,7/14/2018,0,3
Human Resources,12/19/2015,0,4
Human Resources,9/9/2017,0,4
Kentuckiana Works Foundation,11/23/2013,0,2
Kentuckiana Works Foundation,3/26/2016,0,1
Kentuckiana Works Foundation,7/15/2017,0,1
Kentuckiana Works Foundation,4/21/2018,0,1
Kentuckiana Works Foundation,1/26/2019,0,2
Kentuckiana Works Foundation,4/20/2019,0,2
Kentuckiana Works Foundation,7/27/2019,0,2
Library,5/10/2014,13,72
Library,11/22/2014,8,69
Library,11/7/2015,10,60
Library,3/10/2018,9,50
Library,7/28/2018,12,49
Library,2/9/2019,7,48
Louisville Metro Council      ,12/19/2015,3,14
Louisville Metro Council      ,9/9/2017,1,12
Louisville Metro EMS,10/26/2013,0,6
Louisville Metro EMS,1/4/2014,0,6
Louisville Metro EMS,8/25/2018,0,4
Mayor's Office                ,8/31/2013,1,5
Mayor's Office                ,12/17/2016,0,6
Mayor's Office                ,5/5/2018,1,5
Mayor's Office                ,10/6/2018,1,5
Mayor's Office                ,8/10/2019,1,5
Metro Animal Services         ,8/1/2015,0,1
Metro Animal Services         ,4/9/2016,0,1
Metro Animal Services         ,9/22/2018,0,1
Metro Parks & Recreation,9/12/2015,20,68
Metro Parks & Recreation,4/23/2016,17,61
Metro Parks & Recreation,12/16/2017,8,48
Metro Parks & Recreation,1/27/2018,7,48
Metro Parks & Recreation,2/10/2018,7,48
Metro Parks & Recreation,3/24/2018,7,48
Metro Parks & Recreation,3/23/2019,7,40
Metro Police,1/18/2014,13,239
Metro Police,12/5/2015,24,182
Metro Police,9/22/2018,20,107
OMB ,8/31/2013,11,28
OMB ,12/17/2016,7,19
OMB ,5/5/2018,7,16
OMB ,8/10/2019,7,15
Parking Authority of River Cty,1/17/2015,3,9
Parking Authority of River Cty,12/31/2016,1,5
Parking Authority of River Cty,9/23/2017,2,5
Public Health & Wellness,8/30/2014,0,2
Public Health & Wellness,1/31/2015,0,2
Public Health & Wellness,2/14/2015,0,2
Public Health & Wellness,2/27/2016,0,3
Public Health & Wellness,6/18/2016,0,3
Public Health & Wellness,4/22/2017,1,3
PW&A ,2/27/2016,28,73
PW&A ,3/12/2016,27,73
PW&A ,5/20/2017,15,62
PW&A ,6/2/2018,19,53
Waterfront Development Corp,1/31/2015,3,6
Waterfront Development Corp,12/2/2017,3,6
Waterfront Development Corp,2/23/2019,2,3
Youth Detention Services      ,9/13/2014,1,6
Youth Detention Services      ,1/14/2017,1,3
Youth Detention Services      ,1/13/2018,1,2
Youth Detention Services      ,5/4/2019,0,2
Zoo,2/28/2015,6,40
Zoo,10/10/2015,8,41
Zoo,6/18/2016,4,40
Zoo,8/13/2016,4,40
Zoo,8/12/2017,3,35
Belle of Louisville           ,8/31/2013,1,3
Belle of Louisville           ,4/25/2015,0,1
Belle of Louisville           ,8/27/2016,0,1
Belle of Louisville           ,5/5/2018,0,1
Civic Innovation & Technology,6/7/2014,4,9
Civic Innovation & Technology,7/2/2016,4,8
Codes & Regulations,10/25/2014,6,20
Codes & Regulations,12/20/2014,5,20
Codes & Regulations,8/27/2016,7,23
Codes & Regulations,11/19/2016,7,23
Codes & Regulations,1/14/2017,7,22
Codes & Regulations,11/4/2017,6,22
Community Services,2/28/2015,2,11
Community Services,8/29/2015,2,10
Community Services,6/16/2018,1,9
Coroner                       ,1/2/2016,0,3
Coroner                       ,7/1/2017,0,4
Coroner                       ,4/7/2018,0,6
Coroner                       ,5/19/2018,0,6
Coroner                       ,1/12/2019,0,7
Coroner                       ,5/18/2019,0,7
Corrections                   ,3/29/2014,0,1
Corrections                   ,5/9/2015,0,1
Corrections                   ,9/26/2015,0,1
Corrections                   ,2/27/2016,0,1
Corrections                   ,4/23/2016,0,1
Corrections                   ,2/11/2017,0,1
Corrections                   ,5/20/2017,0,1
Corrections                   ,9/23/2017,0,1
Corrections                   ,6/30/2018,1,2
County Attorney               ,7/5/2014,0,7
County Attorney               ,7/2/2016,0,4
County Attorney               ,7/30/2016,0,4
County Attorney               ,12/1/2018,0,4
Develop Louisville,8/27/2016,2,10
Develop Louisville,5/5/2018,4,7
Develop Louisville,9/22/2018,4,6
Economic Development ,3/29/2014,2,5
Economic Development ,5/9/2015,0,3
Economic Development ,9/26/2015,0,2
Economic Development ,2/27/2016,0,2
Economic Development ,4/23/2016,0,2
Economic Development ,2/11/2017,0,2
Economic Development ,5/20/2017,0,2
Economic Development ,9/23/2017,0,2
Economic Development ,6/30/2018,0,1
Emergency Mgt Agency/MetroSafe,11/22/2014,3,22
Emergency Mgt Agency/MetroSafe,6/2/2018,1,13
Fire & Rescue                 ,6/7/2014,20,156
Fire & Rescue                 ,5/6/2017,17,89
Fleet & Facilities,3/14/2015,7,29
Fleet & Facilities,7/18/2015,10,28
Fleet & Facilities,7/16/2016,11,29
Fleet & Facilities,9/24/2016,12,29
Fleet & Facilities,2/25/2017,16,28
Fleet & Facilities,11/18/2017,6,23
Human Relations Commission    ,2/1/2014,2,4
Human Relations Commission    ,10/25/2014,1,5
Human Relations Commission    ,12/20/2014,1,5
Human Relations Commission    ,3/28/2015,0,5
Human Relations Commission    ,11/21/2015,1,4
Human Relations Commission    ,11/19/2016,0,3
Human Relations Commission    ,4/21/2018,0,3
Human Relations Commission    ,4/20/2019,0,3
Human Resources,3/14/2015,0,5
Human Resources,7/4/2015,0,5
Human Resources,2/25/2017,0,3
Human Resources,11/18/2017,0,4
Kentuckiana Works Foundation,6/7/2014,0,2
Kentuckiana Works Foundation,7/2/2016,0,1
Kentuckiana Works Foundation,12/30/2017,0,1
Kentuckiana Works Foundation,7/14/2018,0,1
Library,5/24/2014,14,72
Library,2/14/2015,12,67
Library,6/4/2016,12,59
Library,12/17/2016,10,57
Library,8/10/2019,9,43
Louisville Metro Council      ,7/4/2015,2,15
Louisville Metro Council      ,11/18/2017,1,11
Louisville Metro EMS,2/14/2015,0,5
Louisville Metro EMS,2/10/2018,0,4
Louisville Metro EMS,6/16/2018,0,4
Louisville Metro EMS,3/23/2019,0,4
Mayor's Office                ,11/9/2013,1,5
Mayor's Office                ,5/10/2014,0,5
Mayor's Office                ,3/10/2018,0,5
Mayor's Office                ,4/7/2018,0,5
Mayor's Office                ,7/28/2018,1,5
Metro Animal Services         ,7/5/2014,0,1
Metro Animal Services         ,3/14/2015,0,1
Metro Animal Services         ,7/18/2015,0,1
Metro Animal Services         ,7/16/2016,0,1
Metro Animal Services         ,7/30/2016,0,1
Metro Animal Services         ,9/24/2016,0,1
Metro Animal Services         ,2/25/2017,0,1
Metro Animal Services         ,11/3/2018,0,1
Metro Animal Services         ,12/1/2018,0,1
Metro Animal Services         ,12/15/2018,0,1
Metro Parks & Recreation,10/26/2013,20,80
Metro Parks & Recreation,1/17/2015,17,67
Metro Parks & Recreation,2/28/2015,15,67
Metro Parks & Recreation,8/29/2015,18,68
Metro Parks & Recreation,8/12/2017,9,53
Metro Police,7/5/2014,16,230
Metro Police,7/16/2016,21,156
Metro Police,7/30/2016,21,156
Metro Police,11/3/2018,19,106
Metro Police,12/1/2018,20,102
Metro Police,12/15/2018,19,101
OMB ,2/14/2015,6,23
OMB ,8/25/2018,6,16
OMB ,2/9/2019,7,16
Parking Authority of River Cty,5/9/2015,0,9
Parking Authority of River Cty,9/26/2015,1,8
Parking Authority of River Cty,2/27/2016,2,7
Parking Authority of River Cty,4/23/2016,1,7
Parking Authority of River Cty,5/20/2017,1,5
Parking Authority of River Cty,6/30/2018,1,4
Public Health & Wellness,3/29/2014,0,2
Public Health & Wellness,5/9/2015,0,2
Public Health & Wellness,10/10/2015,0,2
Public Health & Wellness,12/31/2016,0,4
Public Health & Wellness,6/30/2018,1,4
PW&A ,10/26/2013,23,92
PW&A ,1/17/2015,21,84
PW&A ,2/28/2015,16,82
PW&A ,8/29/2015,19,78
PW&A ,8/12/2017,16,60
PW&A ,12/16/2017,15,56
PW&A ,6/16/2018,16,53
PW&A ,2/23/2019,17,47
Waterfront Development Corp,11/22/2014,3,6
Waterfront Development Corp,5/23/2015,2,6
Waterfront Development Corp,3/11/2017,3,6
Waterfront Development Corp,8/26/2017,2,6
Waterfront Development Corp,8/11/2018,2,3
Youth Detention Services      ,9/24/2016,0,4
Youth Detention Services      ,11/5/2016,0,3
Youth Detention Services      ,12/3/2016,0,3
Youth Detention Services      ,2/25/2017,1,4
Zoo,12/7/2013,9,45
Zoo,8/15/2015,6,41
Zoo,3/12/2016,7,38
Zoo,10/8/2016,4,40
Zoo,10/21/2017,6,34
