MONTH_END_DATE,DEPT,REG_TEMP,AGE_GROUP_AT_DEPARTURE,ETHNIC_GROUP,GENDER,YEARS_IN_METRO,REASON,LEAVE_TYPE,EMP_LEFT,DEPT_EMP_LEFT,REG_TEMP_DEPT_TOTAL_EMP,DEPT_TOTAL_EMP,METRO_EMP_LEFT,REG_TEMP_METRO_TOTAL_EMP,METRO_TOTAL_EMP,MONTH,YEAR
3/31/2015,Louisville Metro Council      ,R,45 to 59 years,BLACK,F,15 to 19.9 years,Dismissed during Probation,Involuntary,1,2,13,13,67,469,477,March,2015
3/31/2015,Metro Parks & Recreation,NULL,30 to 44 years,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,8,NULL,NULL,NULL,NULL,NULL,March,2015
4/30/2015,Metro Parks & Recreation,T,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,17,2,43,76,10,475,April,2015
4/30/2015,Metro Parks & Recreation,T,30 to 44 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,17,2,43,76,10,475,April,2015
5/31/2015,Fleet & Facilities,R,60 to 74 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,2,19,19,71,463,474,May,2015
6/30/2015,Metro Parks & Recreation,T,45 to 59 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,28,3,44,93,11,469,June,2015
6/30/2015,Metro Parks & Recreation,T,Under 20,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,28,3,44,93,11,469,June,2015
7/31/2015,Community Services,NULL,60 to 74 years,BLACK,F,Over 20,End Temporary Employment      ,Temp/Seasonal,1,5,NULL,NULL,NULL,NULL,NULL,July,2015
7/31/2015,Human Resources,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,209,453,463,July,2015
7/31/2015,Metro Parks & Recreation,T,20 to 29 years,WHITE,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,80,3,44,209,10,463,July,2015
7/31/2015,Public Health & Wellness,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,6,NULL,NULL,NULL,NULL,NULL,July,2015
8/31/2015,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,6,4,4,158,429,438,August,2015
8/31/2015,Public Health & Wellness,NULL,30 to 44 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,9,NULL,NULL,NULL,NULL,NULL,August,2015
9/30/2015,Fire & Rescue,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,2,72,72,81,427,437,September,2015
9/30/2015,Louisville Metro EMS,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,4,4,81,427,437,September,2015
9/30/2015,Metro Parks & Recreation,T,Under 20,BLACK,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,3,21,4,44,81,10,437,September,2015
9/30/2015,Metro Police,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,13,85,85,81,427,437,September,2015
10/31/2015,Corrections                   ,NULL,30 to 44 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,4,NULL,NULL,NULL,NULL,NULL,October,2015
10/31/2015,Metro Police,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,15,84,84,200,422,429,October,2015
11/30/2014,Develop Louisville,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,9,9,94,484,490,November,2014
1/31/2015,Emergency Mgt Agency/MetroSafe,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,16,16,75,474,480,January,2015
1/31/2015,Public Health & Wellness,R,45 to 59 years,WHITE,F,1 to 4.9 years,Release (BXers)               ,Involuntary,1,3,1,1,75,474,480,January,2015
1/31/2015,PW&A ,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,Job Abandonmnt - DO NOT REHIRE,Voluntary,1,8,NULL,NULL,NULL,NULL,NULL,January,2015
2/28/2015,Community Services,R,60 to 74 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,4,6,6,41,471,477,February,2015
2/28/2015,Develop Louisville,R,20 to 29 years,HISPA,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,8,8,41,471,477,February,2015
2/28/2015,Metro Parks & Recreation,NULL,Under 20,BLACK,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,7,NULL,NULL,NULL,NULL,NULL,February,2015
3/31/2015,Civic Innovation & Technology,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,8,8,67,469,477,March,2015
3/31/2015,Corrections                   ,NULL,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,6,NULL,NULL,NULL,NULL,NULL,March,2015
3/31/2015,Develop Louisville,R,60 to 74 years,BLACK,F,10 to 14.9 years,Normal Retirement             ,Retired,1,3,8,8,67,469,477,March,2015
3/31/2015,Develop Louisville,R,60 to 74 years,WHITE,M,10 to 14.9 years,Death                         ,Other,1,3,8,8,67,469,477,March,2015
3/31/2015,Youth Detention Services      ,R,45 to 59 years,BLACK,M,10 to 14.9 years,Resignation                   ,Voluntary,1,3,1,1,67,469,477,March,2015
4/30/2015,Human Resources,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,4,76,465,475,April,2015
4/30/2015,Library,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,3,35,37,76,465,475,April,2015
4/30/2015,Waterfront Development Corp,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,5,76,10,475,April,2015
6/30/2015,Codes & Regulations,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,12,12,93,458,469,June,2015
6/30/2015,Metro Parks & Recreation,R,30 to 44 years,BLACK,M,Under 1 year,Job Abandonmnt - DO NOT REHIRE,Voluntary,1,28,41,44,93,458,469,June,2015
6/30/2015,PW&A ,R,45 to 59 years,BLACK,M,1 to 4.9 years,Job Abandonmnt - DO NOT REHIRE,Voluntary,1,4,48,48,93,458,469,June,2015
7/31/2015,Metro Parks & Recreation,T,20 to 29 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,80,3,44,209,10,463,July,2015
7/31/2015,Public Health & Wellness,R,30 to 44 years,HISPA,M,5 to 9.9 years,Resignation                   ,Voluntary,1,6,1,1,209,453,463,July,2015
8/31/2015,Emergency Mgt Agency/MetroSafe,R,30 to 44 years,BLACK,F,10 to 14.9 years,Normal Retirement             ,Retired,1,4,15,15,158,429,438,August,2015
8/31/2015,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,BLACK,F,5 to 9.9 years,Resignation                   ,Voluntary,1,4,15,15,158,429,438,August,2015
8/31/2015,Human Resources,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,158,429,438,August,2015
8/31/2015,Public Health & Wellness,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,9,NULL,NULL,NULL,NULL,NULL,August,2015
8/31/2015,Zoo,T,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,2,25,4,29,158,9,438,August,2015
9/30/2015,Corrections                   ,NULL,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation - DO NOT REHIRE,Voluntary,1,1,NULL,NULL,NULL,NULL,NULL,September,2015
9/30/2015,Human Resources,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,81,427,437,September,2015
10/31/2015,Belle of Louisville           ,NULL,60 to 74 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,29,NULL,NULL,NULL,NULL,NULL,October,2015
10/31/2015,Library,R,20 to 29 years,UNKNOWN,F,Under 1 year,Dismissed during Probation,Involuntary,1,5,30,31,200,422,429,October,2015
10/31/2015,Library,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,31,200,7,429,October,2015
10/31/2015,Mayor's Office                ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,6,200,422,429,October,2015
10/31/2015,Zoo,T,Over 74,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,91,4,29,200,7,429,October,2015
11/30/2015,Mayor's Office                ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,6,119,416,422,November,2015
11/30/2015,Metro Parks & Recreation,T,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,23,1,40,119,6,422,November,2015
11/30/2015,Parking Authority of River Cty,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,4,119,416,422,November,2015
12/31/2015,Codes & Regulations,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,14,14,89,409,415,December,2015
12/31/2015,Community Services,R,30 to 44 years,BLACK,F,1 to 4.9 years,Resignation                   ,Voluntary,1,3,3,3,89,409,415,December,2015
12/31/2015,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,18,2,40,89,6,415,December,2015
12/31/2015,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,3,9,82,82,89,409,415,December,2015
6/30/2017,Metro Parks & Recreation,R,20 to 29 years,UNKNOWN,M,Under 1 year,Dismissed - DO NOT REHIRE,Involuntary,1,11,31,32,85,359,365,June,2017
6/30/2017,Metro Parks & Recreation,T,45 to 59 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,11,1,32,85,6,365,June,2017
6/30/2017,PW&A ,R,45 to 59 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,4,35,35,85,359,365,June,2017
7/31/2017,Library,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,27,198,7,366,July,2017
7/31/2017,Waterfront Development Corp,T,30 to 44 years,UNKNOWN,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,4,1,5,198,7,366,July,2017
8/31/2017,Belle of Louisville           ,NULL,Under 20,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,7,NULL,NULL,NULL,NULL,NULL,August,2017
8/31/2017,Corrections                   ,NULL,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,2,5,NULL,NULL,NULL,NULL,NULL,August,2017
8/31/2017,Metro Parks & Recreation,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,65,30,32,179,337,344,August,2017
8/31/2017,Metro Parks & Recreation,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,65,30,32,179,337,344,August,2017
8/31/2017,Office of Performance Improvmt,NULL,Under 20,UNKNOWN,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,2,3,NULL,NULL,NULL,NULL,NULL,August,2017
8/31/2017,OMB ,R,45 to 59 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,5,12,12,179,337,344,August,2017
8/31/2017,Waterfront Development Corp,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,5,179,7,344,August,2017
8/31/2017,Zoo,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,23,21,23,179,337,344,August,2017
9/30/2017,Economic Development ,R,30 to 44 years,WHITE,F,10 to 14.9 years,Resignation                   ,Voluntary,1,4,2,2,127,328,334,September,2017
9/30/2017,Zoo,T,Under 20,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,12,2,22,127,6,334,September,2017
10/31/2017,Metro Parks & Recreation,T,45 to 59 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,34,1,31,196,5,324,October,2017
10/31/2017,Metro Police,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,15,64,64,196,319,324,October,2017
10/31/2017,Waterfront Development Corp,T,20 to 29 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,4,1,5,196,5,324,October,2017
11/30/2017,Belle of Louisville           ,NULL,30 to 44 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,4,NULL,NULL,NULL,NULL,NULL,November,2017
11/30/2017,Metro Parks & Recreation,NULL,20 to 29 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,16,NULL,NULL,NULL,NULL,NULL,November,2017
11/30/2017,Metro Parks & Recreation,NULL,30 to 44 years,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,16,NULL,NULL,NULL,NULL,NULL,November,2017
11/30/2017,Metro Parks & Recreation,NULL,45 to 59 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,16,NULL,NULL,NULL,NULL,NULL,November,2017
11/30/2017,Metro Police,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,17,65,65,135,318,322,November,2017
12/31/2017,Corrections                   ,NULL,30 to 44 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,7,NULL,NULL,NULL,NULL,NULL,December,2017
12/31/2017,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,105,315,318,December,2017
12/31/2017,Public Health & Wellness,R,45 to 59 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,5,2,2,105,315,318,December,2017
12/31/2017,Public Health & Wellness,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,5,2,2,105,315,318,December,2017
1/31/2018,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,1,7,7,57,303,307,January,2018
2/28/2018,Library,R,Under 20,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,4,23,24,64,303,307,February,2018
2/28/2018,Metro Police,R,45 to 59 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,9,62,62,64,303,307,February,2018
2/28/2018,Youth Detention Services      ,R,45 to 59 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,4,1,1,64,303,307,February,2018
3/31/2018,Metro Police,R,30 to 44 years,UNKNOWN,M,Under 1 year,Dismissed - DO NOT REHIRE,Involuntary,1,13,65,65,97,303,309,March,2018
4/30/2018,Corrections                   ,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resigned during Probation,Voluntary,1,9,1,1,69,302,309,April,2018
6/30/2018,Belle of Louisville           ,NULL,45 to 59 years,UNKNOWN,F,Under 1 year,No Show - DO NOT REHIRE,Other,1,3,NULL,NULL,NULL,NULL,NULL,June,2018
6/30/2018,Corrections                   ,R,60 to 74 years,WHITE,F,10 to 14.9 years,Normal Retirement             ,Retired,1,10,1,1,84,298,305,June,2018
7/31/2018,Belle of Louisville           ,NULL,30 to 44 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,6,NULL,NULL,NULL,NULL,NULL,July,2018
8/31/2018,Corrections                   ,R,20 to 29 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,15,1,1,241,291,297,August,2018
8/31/2014,Office of Performance Improvmt,NULL,20 to 29 years,ASIAN,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,3,NULL,NULL,NULL,NULL,NULL,August,2014
8/31/2014,Waterfront Development Corp,T,20 to 29 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,1,1,5,223,10,519,August,2014
10/31/2014,Library,R,Under 20,BLACK,F,Under 1 year,Resignation                   ,Voluntary,1,3,37,39,225,490,498,October,2014
10/31/2014,PW&A ,R,30 to 44 years,BLACK,M,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,6,54,54,225,490,498,October,2014
10/31/2014,Zoo,R,60 to 74 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,137,27,30,225,490,498,October,2014
11/30/2014,Belle of Louisville           ,NULL,20 to 29 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,14,NULL,NULL,NULL,NULL,NULL,November,2014
11/30/2014,Belle of Louisville           ,NULL,45 to 59 years,WHITE,F,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,14,NULL,NULL,NULL,NULL,NULL,November,2014
11/30/2014,Library,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,3,37,39,94,484,490,November,2014
11/30/2014,Zoo,T,20 to 29 years,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,9,2,28,94,6,490,November,2014
12/31/2014,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,92,481,486,December,2014
12/31/2014,Metro Parks & Recreation,NULL,60 to 74 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,16,NULL,NULL,NULL,NULL,NULL,December,2014
12/31/2014,Metro Police,R,20 to 29 years,BLACK,M,Under 1 year,Resignation                   ,Voluntary,1,10,98,98,92,481,486,December,2014
1/31/2015,Corrections                   ,NULL,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation - DO NOT REHIRE,Voluntary,1,4,NULL,NULL,NULL,NULL,NULL,January,2015
1/31/2015,County Attorney               ,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,4,4,75,474,480,January,2015
1/31/2015,Metro Police,R,20 to 29 years,HISPA,M,Under 1 year,Resignation                   ,Voluntary,1,12,97,97,75,474,480,January,2015
2/28/2015,Civic Innovation & Technology,R,30 to 44 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,2,8,8,41,471,477,February,2015
2/28/2015,Corrections                   ,NULL,20 to 29 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,4,NULL,NULL,NULL,NULL,NULL,February,2015
2/28/2015,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,4,41,471,477,February,2015
3/31/2015,Economic Development ,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,2,3,3,3,67,469,477,March,2015
3/31/2015,Library,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,5,35,37,67,469,477,March,2015
4/30/2015,PW&A ,R,45 to 59 years,BLACK,F,15 to 19.9 years,Resignation                   ,Voluntary,1,5,49,49,76,465,475,April,2015
5/31/2015,Corrections                   ,NULL,45 to 59 years,BLACK,F,Over 20,Dismissed - DO NOT REHIRE,Involuntary,1,4,NULL,NULL,NULL,NULL,NULL,May,2015
5/31/2015,Library,R,30 to 44 years,UNKNOWN,F,Under 1 year,Dismissed during Probation,Involuntary,1,6,34,36,71,463,474,May,2015
5/31/2015,Mayor's Office                ,R,45 to 59 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,4,4,71,463,474,May,2015
5/31/2015,Metro Parks & Recreation,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,2,14,41,44,71,463,474,May,2015
5/31/2015,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,2,4,94,94,71,463,474,May,2015
6/30/2015,Community Services,NULL,30 to 44 years,UNKNOWN,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,5,NULL,NULL,NULL,NULL,NULL,June,2015
6/30/2015,Fleet & Facilities,R,20 to 29 years,BLACK,M,10 to 14.9 years,Dismissed - Elig for Rehire,Involuntary,1,2,18,18,93,458,469,June,2015
7/31/2015,Library,R,Under 20,BLACK,F,1 to 4.9 years,Resignation                   ,Voluntary,1,10,32,34,209,453,463,July,2015
7/31/2015,Louisville Metro EMS,R,30 to 44 years,BLACK,M,5 to 9.9 years,Resignation                   ,Voluntary,1,8,4,4,209,453,463,July,2015
7/31/2015,Zoo,T,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,21,4,29,209,10,463,July,2015
7/31/2015,Zoo,T,Under 20,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,21,4,29,209,10,463,July,2015
8/31/2015,Library,T,60 to 74 years,WHITE,M,1 to 4.9 years,Dismissed - Elig for Rehire,Involuntary,1,9,1,32,158,9,438,August,2015
8/31/2015,Louisville Metro Council      ,R,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,3,12,12,158,429,438,August,2015
8/31/2015,Metro Parks & Recreation,T,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,56,3,44,158,9,438,August,2015
8/31/2015,Metro Police,R,30 to 44 years,WHITE,M,5 to 9.9 years,Disability                    ,Retired,1,8,86,86,158,429,438,August,2015
8/31/2015,Public Health & Wellness,R,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,9,1,1,158,429,438,August,2015
10/31/2018,Belle of Louisville           ,NULL,30 to 44 years,BLACK,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,23,NULL,NULL,NULL,NULL,NULL,October,2018
10/31/2018,Corrections                   ,R,60 to 74 years,UNKNOWN,F,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,5,1,1,184,282,286,October,2018
10/31/2018,Louisville Metro Council      ,R,30 to 44 years,UNKNOWN,M,Under 1 year,Administration Change         ,Involuntary,1,1,6,6,184,282,286,October,2018
10/31/2018,Metro Police,R,45 to 59 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,2,18,62,62,184,282,286,October,2018
11/30/2018,Coroner                       ,R,60 to 74 years,BLACK,F,15 to 19.9 years,Normal Retirement             ,Retired,1,1,4,4,131,275,279,November,2018
11/30/2018,County Attorney               ,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,3,3,3,131,275,279,November,2018
11/30/2018,Fleet & Facilities,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,12,12,131,275,279,November,2018
11/30/2018,Metro Parks & Recreation,NULL,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,11,NULL,NULL,NULL,NULL,NULL,November,2018
11/30/2018,Metro Parks & Recreation,R,45 to 59 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,11,24,24,131,275,279,November,2018
11/30/2018,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,131,275,279,November,2018
12/31/2018,Community Services,R,60 to 74 years,WHITE,F,10 to 14.9 years,Normal Retirement             ,Retired,1,3,4,4,99,271,273,December,2018
12/31/2018,Emergency Mgt Agency/MetroSafe,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,5,6,6,99,271,273,December,2018
12/31/2018,Metro Parks & Recreation,NULL,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,4,13,NULL,NULL,NULL,NULL,NULL,December,2018
12/31/2018,Zoo,T,45 to 59 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,21,1,17,99,2,273,December,2018
