DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,PARETO_TYPE,TOTAL_HOURS,TOTAL EMPLOYEE,TOTAL AVAL HOURS,LOST WORKTIME RATE
Library,6/7/2014,WORKERS COMP,80,283,19886,0.004022
Library,6/21/2014,FMLA,52,283,19863,0.002617
Library,6/21/2014,FUNERAL,13,283,19863,0.000654
Library,6/21/2014,MILITARY,80,283,19863,0.004027
Library,6/21/2014,SICK,243.7,283,19863,0.012269
Library,6/21/2014,UNPAID ABSENCE,160,283,19863,0.008055
Library,6/21/2014,WORKERS COMP,16,283,19863,0.000805
Library,7/5/2014,FMLA,76.2,284,20013,0.003807
Library,7/5/2014,JURY DUTY,10,284,20013,0.000499
Library,7/5/2014,MILITARY,80,284,20013,0.003997
Library,7/5/2014,SICK,291,284,20013,0.01454
Library,7/5/2014,UNPAID ABSENCE,80,284,20013,0.003997
Library,7/19/2014,FMLA,169.5,285,20033,0.008461
Library,7/19/2014,FUNERAL,11.5,285,20033,0.000574
Library,7/19/2014,JURY DUTY,9.5,285,20033,0.000474
Library,7/19/2014,MILITARY,80,285,20033,0.003993
Library,7/19/2014,SICK,240.8,285,20033,0.01202
Library,7/19/2014,UNPAID ABSENCE,80,285,20033,0.003993
Library,8/2/2014,FMLA,173.1,285,19993,0.008658
Library,8/2/2014,FUNERAL,54,285,19993,0.0027
Library,8/2/2014,MILITARY,80,285,19993,0.004001
Library,8/2/2014,SICK,155,285,19993,0.007752
Library,8/2/2014,UNPAID ABSENCE,80,285,19993,0.004001
Library,8/16/2014,FMLA,30.9,282,19763,0.001563
Library,8/16/2014,MILITARY,80,282,19763,0.004047
Library,8/16/2014,SICK,286.4,282,19763,0.014491
Library,8/16/2014,UNPAID ABSENCE,80,282,19763,0.004047
Library,8/30/2014,FMLA,97,282,19793,0.0049
Library,8/30/2014,FUNERAL,40,282,19793,0.00202
Library,8/30/2014,JURY DUTY,8,282,19793,0.000404
Library,8/30/2014,MILITARY,88,282,19793,0.004446
Library,8/30/2014,SICK,202.7,282,19793,0.01024
Library,9/13/2014,FMLA,83.5,281,19773,0.004222
Library,9/13/2014,JURY DUTY,4,281,19773,0.000202
Library,9/13/2014,MILITARY,96,281,19773,0.004855
Library,9/13/2014,SICK,188.14,281,19773,0.009514
Library,9/13/2014,UNPAID ABSENCE,4.98,281,19773,0.000251
Library,9/27/2014,FMLA,51,287,20093,0.002538
Library,9/27/2014,FUNERAL,32,287,20093,0.001592
Library,9/27/2014,JURY DUTY,3,287,20093,0.000149
Library,9/27/2014,MILITARY,160,287,20093,0.007962
Library,9/27/2014,SICK,362.3,287,20093,0.018031
Library,10/11/2014,FMLA,30.1,289,20253,0.001486
Library,10/11/2014,MILITARY,88,289,20253,0.004345
Library,10/11/2014,SICK,460.25,289,20253,0.022725
Library,10/25/2014,FMLA,71.7,289,20286,0.003534
Library,10/25/2014,MILITARY,112,289,20286,0.005521
Library,10/25/2014,SICK,409.2,289,20286,0.020171
Library,10/25/2014,UNPAID ABSENCE,5.06,289,20286,0.000249
Library,11/8/2014,FMLA,144.3,291,20376,0.007081
Library,11/8/2014,FUNERAL,8,291,20376,0.000392
Library,11/8/2014,MILITARY,88,291,20376,0.004318
Library,11/8/2014,SICK,284.9,291,20376,0.013982
Library,11/22/2014,FMLA,207,286,20076,0.01031
Library,11/22/2014,FUNERAL,8,286,20076,0.000398
Library,11/22/2014,MILITARY,104,286,20076,0.00518
Library,11/22/2014,SICK,501.5,286,20076,0.02498
Library,12/6/2014,FMLA,199,290,20316,0.009795
Library,12/6/2014,FUNERAL,64,290,20316,0.00315
Library,12/6/2014,MILITARY,80,290,20316,0.003937
Library,12/6/2014,SICK,223,290,20316,0.010976
Library,12/20/2014,FMLA,158,289,20246,0.007804
Library,12/20/2014,FUNERAL,9.5,289,20246,0.000469
Library,12/20/2014,MILITARY,112,289,20246,0.005531
Library,12/20/2014,SICK,388.9,289,20246,0.019208
Library,1/3/2015,FMLA,205.2,288,20061,0.010228
Library,1/3/2015,FUNERAL,53,288,20061,0.002641
Library,1/3/2015,MILITARY,80,288,20061,0.003987
Library,1/3/2015,SICK,266.5,288,20061,0.013284
Library,1/17/2015,FMLA,187.5,284,19901,0.009421
Library,1/17/2015,MILITARY,112,284,19901,0.005627
Library,1/17/2015,SICK,556.62,284,19901,0.027969
Library,1/17/2015,UNPAID ABSENCE,33.96,284,19901,0.001706
Library,1/31/2015,FMLA,237.5,288,20081,0.011827
Library,1/31/2015,FUNERAL,18,288,20081,0.000896
Library,1/31/2015,MILITARY,88,288,20081,0.004382
Library,1/31/2015,SICK,252.86,288,20081,0.012592
Library,1/31/2015,UNPAID ABSENCE,16.62,288,20081,0.000827
Library,2/14/2015,FMLA,234,288,20161,0.011606
Library,2/14/2015,MEDICAL,40,288,20161,0.001984
Library,2/14/2015,MILITARY,80,288,20161,0.003968
Library,2/14/2015,SICK,385.2,288,20161,0.019106
Library,2/14/2015,UNPAID ABSENCE,3.7,288,20161,0.000183
Library,2/28/2015,FMLA,286,290,20321,0.014074
Library,2/28/2015,FUNERAL,16,290,20321,0.000787
Library,2/28/2015,JURY DUTY,18.5,290,20321,0.00091
Library,2/28/2015,MEDICAL,60,290,20321,0.002952
Library,2/28/2015,MILITARY,144,290,20321,0.007086
Library,2/28/2015,SICK,524.5,290,20321,0.02581
Library,2/28/2015,UNPAID ABSENCE,4.18,290,20321,0.000205
Library,3/14/2015,FMLA,318.7,291,20401,0.015621
Library,3/14/2015,FUNERAL,40,291,20401,0.00196
Library,3/14/2015,MEDICAL,80,291,20401,0.003921
Library,3/14/2015,MILITARY,160,291,20401,0.007842
Library,3/14/2015,SICK,420.2,291,20401,0.020597
Library,3/28/2015,FMLA,180.3,290,20361,0.008855
Library,3/28/2015,FUNERAL,16,290,20361,0.000785
Library,3/28/2015,MEDICAL,100,290,20361,0.004911
Library,3/28/2015,MILITARY,160,290,20361,0.007858
Library,3/28/2015,SICK,406.6,290,20361,0.019969
Library,4/11/2015,FMLA,203,291,20361,0.00997
Library,4/11/2015,FUNERAL,56,291,20361,0.00275
Library,4/11/2015,JURY DUTY,7.7,291,20361,0.000378
Library,4/11/2015,MEDICAL,80,291,20361,0.003929
Library,4/11/2015,MILITARY,160,291,20361,0.007858
Library,4/11/2015,SICK,374.6,291,20361,0.018397
Library,4/11/2015,UNPAID ABSENCE,8,291,20361,0.000392
Library,4/25/2015,FMLA,172,290,20341,0.008455
Library,4/25/2015,FUNERAL,44,290,20341,0.002163
Library,4/25/2015,MEDICAL,160,290,20341,0.007865
Library,4/25/2015,MILITARY,160,290,20341,0.007865
Library,4/25/2015,SICK,288.9,290,20341,0.014202
Library,5/9/2015,FMLA,293,291,20361,0.01439
Library,5/9/2015,FUNERAL,16,291,20361,0.000785
Library,5/9/2015,MILITARY,160,291,20361,0.007858
Library,5/9/2015,SICK,270.74,291,20361,0.013296
Library,5/9/2015,UNPAID ABSENCE,20,291,20361,0.000982
Library,5/23/2015,FMLA,290.5,294,20551,0.014135
Library,5/23/2015,FUNERAL,3.5,294,20551,0.00017
Library,5/23/2015,MILITARY,144,294,20551,0.007006
Library,5/23/2015,SICK,297.08,294,20551,0.014455
Library,5/23/2015,SUSPENSION,20,294,20551,0.000973
Library,6/6/2015,FMLA,264.9,294,20495,0.012925
Library,6/6/2015,FUNERAL,24,294,20495,0.001171
Library,6/6/2015,MEDICAL,8,294,20495,0.00039
Library,6/6/2015,MILITARY,144,294,20495,0.007026
Library,6/6/2015,SICK,409.4,294,20495,0.019975
Library,6/6/2015,UNPAID ABSENCE,19.9,294,20495,0.00097
Library,6/20/2015,FMLA,215.5,292,20388,0.010569
Library,6/20/2015,MEDICAL,32,292,20388,0.001569
Library,6/20/2015,MILITARY,136,292,20388,0.00667
Library,6/20/2015,SICK,355,292,20388,0.017412
Library,7/4/2015,FMLA,81,295,20598,0.003932
Library,7/4/2015,FUNERAL,16,295,20598,0.000776
Library,7/4/2015,MEDICAL,36,295,20598,0.001747
Library,7/4/2015,MILITARY,120,295,20598,0.005825
Library,7/4/2015,SICK,378.9,295,20598,0.018394
Library,7/18/2015,FMLA,16.5,292,20398,0.000808
Library,7/18/2015,FUNERAL,20,292,20398,0.00098
Library,7/18/2015,MEDICAL,80,292,20398,0.003921
Library,7/18/2015,MILITARY,80,292,20398,0.003921
Library,7/18/2015,SICK,306.2,292,20398,0.015011
Library,8/1/2015,FMLA,5.3,291,20398,0.000259
Library,8/1/2015,JURY DUTY,55,291,20398,0.002696
Library,8/1/2015,MEDICAL,80,291,20398,0.003921
Library,8/1/2015,MILITARY,80,291,20398,0.003921
Library,8/1/2015,SICK,382.5,291,20398,0.018751
Library,8/15/2015,FMLA,112.7,287,20046,0.005622
Library,8/15/2015,FUNERAL,60,287,20046,0.002993
Library,8/15/2015,JURY DUTY,64,287,20046,0.003192
Library,8/15/2015,MEDICAL,80,287,20046,0.00399
Library,8/15/2015,MILITARY,120,287,20046,0.005986
Library,8/15/2015,SICK,247.6,287,20046,0.012351
Library,8/29/2015,FMLA,154.1,283,19936,0.007729
Library,8/29/2015,FUNERAL,24,283,19936,0.001203
Library,8/29/2015,JURY DUTY,73.9,283,19936,0.003706
Library,8/29/2015,MEDICAL,80,283,19936,0.004012
Library,8/29/2015,MILITARY,96,283,19936,0.004815
Library,8/29/2015,SICK,292.1,283,19936,0.014651
Library,8/29/2015,WORKERS COMP,104,283,19936,0.005216
Library,9/12/2015,FMLA,204,283,19976,0.010212
Library,9/12/2015,FUNERAL,180.5,283,19976,0.009035
Library,9/12/2015,JURY DUTY,46.7,283,19976,0.002337
Library,9/12/2015,MEDICAL,40,283,19976,0.002002
Library,9/12/2015,MILITARY,128,283,19976,0.006407
Library,9/12/2015,SICK,225.7,283,19976,0.011298
Library,9/12/2015,WORKERS COMP,80,283,19976,0.004004
Library,9/26/2015,FMLA,129.96,283,19992,0.0065
Library,9/26/2015,FUNERAL,26,283,19992,0.0013
Library,9/26/2015,MILITARY,160,283,19992,0.008003
Library,9/26/2015,SICK,428.81,283,19992,0.021449
Library,9/26/2015,UNPAID ABSENCE,8.04,283,19992,0.000402
Library,9/26/2015,WORKERS COMP,80,283,19992,0.004001
Library,10/10/2015,FMLA,153.7,283,19992,0.007688
Library,10/10/2015,FUNERAL,9,283,19992,0.00045
Library,10/10/2015,MILITARY,56,283,19992,0.002801
Library,10/10/2015,SICK,346.65,283,19992,0.017339
Library,10/10/2015,UNPAID ABSENCE,36.9,283,19992,0.001845
Library,10/10/2015,WORKERS COMP,80,283,19992,0.004001
Library,10/24/2015,FMLA,93.25,281,19872,0.004692
Library,10/24/2015,FUNERAL,16,281,19872,0.000805
Library,10/24/2015,MILITARY,120,281,19872,0.006038
Library,10/24/2015,SICK,344.7,281,19872,0.017346
Library,10/24/2015,UNPAID ABSENCE,20.75,281,19872,0.001044
Library,10/24/2015,WORKERS COMP,80,281,19872,0.004025
Library,11/7/2015,FMLA,110,286,20216,0.005441
Library,11/7/2015,FUNERAL,8,286,20216,0.000395
Library,11/7/2015,JURY DUTY,5.5,286,20216,0.000272
Library,11/7/2015,MILITARY,160,286,20216,0.007914
Library,11/7/2015,SICK,347.04,286,20216,0.017166
Library,11/7/2015,UNPAID ABSENCE,12.3,286,20216,0.000608
Library,11/7/2015,WORKERS COMP,80,286,20216,0.003957
Library,11/21/2015,FMLA,153.25,287,20184,0.007592
Library,11/21/2015,FUNERAL,28,287,20184,0.001387
Library,11/21/2015,MILITARY,136,287,20184,0.006738
Library,11/21/2015,SICK,526.6,287,20184,0.026089
Library,11/21/2015,UNPAID ABSENCE,4.85,287,20184,0.00024
Library,11/21/2015,WORKERS COMP,80,287,20184,0.003963
Library,12/5/2015,FMLA,189.31,289,20336,0.009309
Library,12/5/2015,JURY DUTY,12.5,289,20336,0.000614
Library,12/5/2015,MILITARY,88,289,20336,0.004327
Library,12/5/2015,SICK,258.74,289,20336,0.012723
Library,12/5/2015,UNPAID ABSENCE,59.84,289,20336,0.002942
Library,12/5/2015,WORKERS COMP,80,289,20336,0.003933
Library,12/19/2015,FMLA,316.1,289,20356,0.015528
Library,12/19/2015,FUNERAL,36,289,20356,0.001768
Library,12/19/2015,MILITARY,88,289,20356,0.004323
Library,12/19/2015,SICK,480.45,289,20356,0.023602
Library,12/19/2015,WORKERS COMP,80,289,20356,0.00393
Library,1/2/2016,FMLA,249.5,289,20256,0.012317
Library,1/2/2016,FUNERAL,8,289,20256,0.000394
Library,1/2/2016,MEDICAL,80,289,20256,0.003949
Library,1/2/2016,MILITARY,80,289,20256,0.003949
Library,1/2/2016,SICK,176.3,289,20256,0.008703
Library,1/2/2016,UNPAID ABSENCE,0,289,20256,0
Library,1/2/2016,WORKERS COMP,80,289,20256,0.003949
Library,1/16/2016,FMLA,87.8,287,20104,0.004367
Library,1/16/2016,FUNERAL,32,287,20104,0.001591
Library,1/16/2016,MEDICAL,80,287,20104,0.003979
Library,1/16/2016,MILITARY,88,287,20104,0.004377
Library,1/16/2016,SICK,449.7,287,20104,0.022368
Library,1/16/2016,WORKERS COMP,80,287,20104,0.003979
Library,1/30/2016,FMLA,54.4,292,20536,0.002649
Library,1/30/2016,FUNERAL,16,292,20536,0.000779
Library,1/30/2016,JURY DUTY,14.5,292,20536,0.000706
Library,1/30/2016,MEDICAL,96,292,20536,0.004674
Library,1/30/2016,MILITARY,96,292,20536,0.004674
Library,1/30/2016,SICK,430.3,292,20536,0.020953
Library,1/30/2016,WORKERS COMP,80,292,20536,0.003895
Library,2/13/2016,FMLA,41.5,290,20424,0.002031
Library,2/13/2016,JURY DUTY,59,290,20424,0.002888
Library,2/13/2016,MEDICAL,120,290,20424,0.005875
Library,2/13/2016,MILITARY,96,290,20424,0.0047
Library,2/13/2016,SICK,388.19,290,20424,0.019006
Library,2/13/2016,UNPAID ABSENCE,10.37,290,20424,0.000507
Library,2/13/2016,WORKERS COMP,80,290,20424,0.003916
Library,2/27/2016,FMLA,234.4,291,20536,0.011414
Library,2/27/2016,FUNERAL,24,291,20536,0.001168
Library,2/27/2016,MEDICAL,120,291,20536,0.005843
Library,2/27/2016,MILITARY,120,291,20536,0.005843
Library,2/27/2016,SICK,407.02,291,20536,0.019819
Library,2/27/2016,UNPAID ABSENCE,38.31,291,20536,0.001865
Library,2/27/2016,WORKERS COMP,80,291,20536,0.003895
Library,3/12/2016,FMLA,196.4,297,20776,0.009453
Library,3/12/2016,MEDICAL,48,297,20776,0.00231
Library,3/12/2016,MILITARY,104,297,20776,0.005005
Library,3/12/2016,SICK,508.3,297,20776,0.024465
Library,3/12/2016,UNPAID ABSENCE,76,297,20776,0.003658
Library,3/12/2016,WORKERS COMP,80,297,20776,0.00385
Library,3/26/2016,FMLA,166.8,300,20936,0.007967
Library,3/26/2016,FUNERAL,8,300,20936,0.000382
Library,3/26/2016,MEDICAL,32,300,20936,0.001528
Library,3/26/2016,MILITARY,80,300,20936,0.003821
Library,3/26/2016,SICK,398.5,300,20936,0.019034
Library,3/26/2016,UNPAID ABSENCE,0,300,20936,0
Library,3/26/2016,WORKERS COMP,80,300,20936,0.003821
Library,4/9/2016,FMLA,86.1,300,20864,0.004126
Library,4/9/2016,MILITARY,160,300,20864,0.007668
Library,4/9/2016,SICK,394.56,300,20864,0.018911
Library,4/9/2016,UNPAID ABSENCE,11.68,300,20864,0.000559
Library,4/9/2016,WORKERS COMP,80,300,20864,0.003834
Library,4/23/2016,FMLA,58.95,299,20752,0.00284
Library,4/23/2016,FUNERAL,8,299,20752,0.000385
Library,4/23/2016,JURY DUTY,53,299,20752,0.002553
Library,4/23/2016,MILITARY,184,299,20752,0.008866
Library,4/23/2016,SICK,388.8,299,20752,0.018735
Library,4/23/2016,WORKERS COMP,80,299,20752,0.003855
Library,5/7/2016,FMLA,72.7,300,20936,0.003472
Library,5/7/2016,FUNERAL,13,300,20936,0.00062
Library,5/7/2016,MILITARY,240,300,20936,0.011463
Library,5/7/2016,SICK,324.35,300,20936,0.015492
Library,5/7/2016,WORKERS COMP,80,300,20936,0.003821
Library,5/21/2016,FMLA,162.4,300,20896,0.007771
Library,5/21/2016,FUNERAL,32,300,20896,0.001531
Library,5/21/2016,MEDICAL,40,300,20896,0.001914
Library,5/21/2016,MILITARY,168,300,20896,0.008039
Library,5/21/2016,SICK,490.35,300,20896,0.023466
Library,5/21/2016,WORKERS COMP,80,300,20896,0.003828
Library,6/4/2016,FMLA,182.2,303,21056,0.008653
Library,6/4/2016,FUNERAL,24,303,21056,0.001139
Library,6/4/2016,MEDICAL,40,303,21056,0.001899
Library,6/4/2016,MILITARY,168,303,21056,0.007978
Library,6/4/2016,SICK,346.48,303,21056,0.016455
Library,6/4/2016,UNPAID ABSENCE,7.34,303,21056,0.000348
Library,6/4/2016,WORKERS COMP,44,303,21056,0.002089
Library,6/18/2016,FMLA,226.3,298,20856,0.01085
Library,6/18/2016,FUNERAL,8,298,20856,0.000383
Library,6/18/2016,MEDICAL,20,298,20856,0.000958
Library,6/18/2016,MILITARY,200,298,20856,0.009589
Library,6/18/2016,SICK,298.05,298,20856,0.01429
Library,6/18/2016,UNPAID ABSENCE,12,298,20856,0.000575
Library,6/18/2016,WORKERS COMP,40,298,20856,0.001917
Library,7/2/2016,FMLA,173.9,298,20876,0.00833
Library,7/2/2016,FUNERAL,32,298,20876,0.001532
Library,7/2/2016,MILITARY,192,298,20876,0.009197
Library,7/2/2016,SICK,282.9,298,20876,0.013551
Library,7/2/2016,SUSPENSION,14.5,298,20876,0.000694
Library,7/2/2016,UNPAID ABSENCE,0,298,20876,0
Library,7/2/2016,WORKERS COMP,40,298,20876,0.001916
Library,7/16/2016,FMLA,134.3,298,20856,0.006439
Library,7/16/2016,FUNERAL,84,298,20856,0.004027
Library,7/16/2016,JURY DUTY,1.5,298,20856,0.000071
Library,7/16/2016,MILITARY,160,298,20856,0.007671
Library,7/16/2016,SICK,336.14,298,20856,0.016117
Library,7/16/2016,SUSPENSION,24,298,20856,0.00115
Library,7/16/2016,UNPAID ABSENCE,12,298,20856,0.000575
Library,7/16/2016,WORKERS COMP,40,298,20856,0.001917
Library,7/30/2016,FMLA,162.9,299,20896,0.007795
Library,7/30/2016,MEDICAL,47,299,20896,0.002249
Library,7/30/2016,MILITARY,176,299,20896,0.008422
Library,7/30/2016,SICK,276.51,299,20896,0.013232
Library,7/30/2016,UNPAID ABSENCE,17.95,299,20896,0.000859
Library,7/30/2016,WORKERS COMP,40,299,20896,0.001914
Library,8/13/2016,FMLA,200.1,299,20936,0.009557
Library,8/13/2016,MEDICAL,160,299,20936,0.007642
Library,8/13/2016,MILITARY,200,299,20936,0.009552
Library,8/13/2016,SICK,241.7,299,20936,0.011544
Library,8/13/2016,SUSPENSION,8,299,20936,0.000382
Library,8/13/2016,WORKERS COMP,40,299,20936,0.00191
Library,8/27/2016,FMLA,231.5,300,20993,0.011027
Library,8/27/2016,FUNERAL,12,300,20993,0.000571
Library,8/27/2016,MEDICAL,160,300,20993,0.007621
Library,8/27/2016,MILITARY,240,300,20993,0.011432
Library,8/27/2016,SICK,276.3,300,20993,0.013161
Library,8/27/2016,WORKERS COMP,88,300,20993,0.004191
Library,9/10/2016,FMLA,289,296,20793,0.013898
Library,9/10/2016,FUNERAL,48,296,20793,0.002308
Library,9/10/2016,MEDICAL,160,296,20793,0.007694
Library,9/10/2016,MILITARY,200,296,20793,0.009618
Library,9/10/2016,SICK,216,296,20793,0.010388
Library,9/10/2016,WORKERS COMP,41,296,20793,0.001971
Library,9/24/2016,FMLA,239.4,298,20841,0.011486
Library,9/24/2016,MEDICAL,88,298,20841,0.004222
Library,9/24/2016,MILITARY,200,298,20841,0.009596
Library,9/24/2016,SICK,332.25,298,20841,0.015942
Library,9/24/2016,UNPAID ABSENCE,32.52,298,20841,0.00156
Library,9/24/2016,WORKERS COMP,40,298,20841,0.001919
Library,10/8/2016,FMLA,235.7,301,20961,0.011244
Library,10/8/2016,FUNERAL,52,301,20961,0.00248
Library,10/8/2016,JURY DUTY,8,301,20961,0.000381
Library,10/8/2016,MEDICAL,80,301,20961,0.003816
Library,10/8/2016,MILITARY,200,301,20961,0.009541
Library,10/8/2016,SICK,333.3,301,20961,0.0159
Library,10/8/2016,WORKERS COMP,40,301,20961,0.001908
Library,10/22/2016,FMLA,196,297,20681,0.009477
Library,10/22/2016,MEDICAL,112,297,20681,0.005415
Library,10/22/2016,MILITARY,176,297,20681,0.00851
Library,10/22/2016,SICK,390.23,297,20681,0.018869
Library,10/22/2016,UNPAID ABSENCE,0,297,20681,0
Library,10/22/2016,WORKERS COMP,36,297,20681,0.00174
Library,11/5/2016,FMLA,174.5,299,20801,0.008389
Library,11/5/2016,FUNERAL,35.5,299,20801,0.001706
Library,11/5/2016,MEDICAL,40,299,20801,0.001922
Library,11/5/2016,MILITARY,192,299,20801,0.00923
Library,11/5/2016,SICK,294.54,299,20801,0.014159
Library,11/5/2016,UNPAID ABSENCE,32,299,20801,0.001538
Library,11/5/2016,WORKERS COMP,40,299,20801,0.001922
Library,11/19/2016,FMLA,201.5,299,20801,0.009687
Library,11/19/2016,FUNERAL,16,299,20801,0.000769
Library,11/19/2016,MEDICAL,40,299,20801,0.001922
Library,11/19/2016,MILITARY,176,299,20801,0.008461
Library,11/19/2016,SICK,430.57,299,20801,0.020699
Library,11/19/2016,SUSPENSION,16,299,20801,0.000769
Library,11/19/2016,UNPAID ABSENCE,80,299,20801,0.003845
Library,11/19/2016,WORKERS COMP,40,299,20801,0.001922
Library,12/3/2016,FMLA,190.2,299,20761,0.009161
Library,12/3/2016,FUNERAL,15,299,20761,0.000722
Library,12/3/2016,MEDICAL,40,299,20761,0.001926
Library,12/3/2016,MILITARY,200,299,20761,0.009633
Library,12/3/2016,SICK,350.1,299,20761,0.016863
Library,12/3/2016,SUSPENSION,7.5,299,20761,0.000361
Library,12/3/2016,UNPAID ABSENCE,48,299,20761,0.002312
Library,12/3/2016,WORKERS COMP,64,299,20761,0.003082
Library,12/17/2016,FMLA,130.3,301,20881,0.00624
Library,12/17/2016,FUNERAL,14,301,20881,0.00067
Library,12/17/2016,JURY DUTY,16,301,20881,0.000766
Library,12/17/2016,MILITARY,160,301,20881,0.007662
Library,12/17/2016,SICK,429,301,20881,0.020544
Library,12/17/2016,WORKERS COMP,80,301,20881,0.003831
Library,12/31/2016,FMLA,92,301,20881,0.004405
Library,12/31/2016,FUNERAL,35,301,20881,0.001676
Library,12/31/2016,MILITARY,160,301,20881,0.007662
Library,12/31/2016,SICK,258.81,301,20881,0.012394
Library,12/31/2016,WORKERS COMP,72,301,20881,0.003448
Library,1/14/2017,FMLA,164.6,296,20521,0.008021
Library,1/14/2017,FUNERAL,40,296,20521,0.001949
Library,1/14/2017,MEDICAL,0,296,20521,0
Library,1/14/2017,MILITARY,208,296,20521,0.010135
Library,1/14/2017,SICK,416.74,296,20521,0.020307
Library,1/14/2017,UNPAID ABSENCE,0,296,20521,0
Library,1/14/2017,WORKERS COMP,112,296,20521,0.005457
Library,1/28/2017,FMLA,180.6,293,20361,0.008869
Library,1/28/2017,FUNERAL,81.5,293,20361,0.004002
Library,1/28/2017,MILITARY,128,293,20361,0.006286
Library,1/28/2017,SICK,427.66,293,20361,0.021003
Library,1/28/2017,WORKERS COMP,104,293,20361,0.005107
Library,2/11/2017,FMLA,205,295,20481,0.010009
Library,2/11/2017,FUNERAL,28,295,20481,0.001367
Library,2/11/2017,MILITARY,104,295,20481,0.005077
Library,2/11/2017,SICK,603.29,295,20481,0.029456
Library,2/11/2017,UNPAID ABSENCE,0,295,20481,0
Library,2/11/2017,WORKERS COMP,80,295,20481,0.003906
Library,2/25/2017,FMLA,164.7,293,20401,0.008073
Library,2/25/2017,FUNERAL,64,293,20401,0.003137
Library,2/25/2017,MILITARY,104,293,20401,0.005097
Library,2/25/2017,SICK,657.79,293,20401,0.032243
Library,2/25/2017,SUSPENSION,15.9,293,20401,0.000779
Library,2/25/2017,UNPAID ABSENCE,45.91,293,20401,0.00225
Library,2/25/2017,WORKERS COMP,80,293,20401,0.003921
